,narrative,drafting
4909,writing book of authority re: injunction,1
4910,editing factum re: refusals,1
4911,finalizing affidavit re: refusals,0
4912,finalizing motion record re: injunction,0
4913,revising factum re: enforcing foreign judgment,1
4914,writing analysis re: enforcing foreign judgment,1
4915,writing notice of motion re: summary judgment,1
4916,editing analysis re: summary judgment,1
4917,analyzing book of authority re: injunction,0
4918,revising book of authority re: disqualifying expert,1
4919,drafting book of authority re: summary judgment,1
4920,briefing order re: injunction,1
4921,revising memorandum re: motion to strike,1
4922,editing book of authority re: enforcing foreign judgment,1
4923,briefing motion record re: disqualifying expert,1
4924,editing factum re: summary judgment,1
4925,reviewing memorandum re: disqualifying expert,0
4926,reviewing memorandum re: enforcing foreign judgment,0
4927,writing notice of motion re: summary judgment,1
4928,researching order re: enforcing foreign judgment,0
4929,considering affidavit re: refusals,0
4930,revising memorandum re: refusals,1
4931,analyzing memorandum re: refusals,0
4932,addressing analysis re: refusals,0
4933,discussing analysis re: injunction,0
4934,drafting notice of motion re: enforcing foreign judgment,1
4935,analyzing memorandum re: summary judgment,0
4936,considering affidavit re: summary judgment,0
4937,analyzing order re: enforcing foreign judgment,0
4938,attending to book of authority re: injunction,0
4939,considering affidavit re: motion to strike,0
4940,discussing motion record re: refusals,0
4941,proofing memorandum re: disqualifying expert,0
4942,researching order re: motion to strike,0
4943,reviewing book of authority re: enforcing foreign judgment,0
4944,considering memo re: enforcing foreign judgment,0
4945,editing motion record re: refusals,1
4946,drafting compendium re: motion to strike,1
4947,reviewing book of authority re: refusals,0
4948,discussing memorandum re: summary judgment,0
4949,discussing compendium re: refusals,0
4950,writing analysis re: refusals,1
4951,reviewing order re: disqualifying expert,0
4952,discussing motion record re: motion to strike,0
4953,preparing analysis re: motion to strike,0
4954,proofing memo re: refusals,0
4955,writing book of authority re: summary judgment,1
4956,discussing compendium re: motion to strike,0
4957,addressing memo re: enforcing foreign judgment,0
4958,considering affidavit re: refusals,0
4959,briefing affidavit re: motion to strike,1
4960,reviewing memo re: injunction,0
4961,attending to analysis re: enforcing foreign judgment,0
4962,analyzing motion record re: injunction,0
4963,writing memo re: refusals,1
4964,proofing memo re: enforcing foreign judgment,0
4965,considering notice of motion re: enforcing foreign judgment,0
4966,attending to affidavit re: summary judgment,0
4967,analyzing motion record re: enforcing foreign judgment,0
4968,reviewing compendium re: motion to strike,0
4969,discussing factum re: injunction,0
4970,reviewing memorandum re: refusals,0
4971,reviewing memorandum re: summary judgment,0
4972,revising notice of motion re: injunction,1
4973,editing affidavit re: summary judgment,1
4974,revising order re: disqualifying expert,1
4975,revising affidavit re: summary judgment,1
4976,briefing order re: motion to strike,1
4977,researching memorandum re: refusals,0
4978,writing notice of motion re: injunction,1
4979,finalizing analysis re: enforcing foreign judgment,0
4980,writing affidavit re: enforcing foreign judgment,1
4981,briefing analysis re: disqualifying expert,1
4982,briefing factum re: disqualifying expert,1
4983,drafting compendium re: enforcing foreign judgment,1
4984,researching memo re: enforcing foreign judgment,0
4985,addressing affidavit re: disqualifying expert,0
4986,attending to motion record re: disqualifying expert,0
4987,attending to motion record re: summary judgment,0
4988,researching factum re: motion to strike,0
4989,briefing memo re: motion to strike,1
4990,editing order re: refusals,1
4991,researching notice of motion re: summary judgment,0
4992,considering affidavit re: refusals,0
4993,proofing affidavit re: refusals,0
4994,preparing motion record re: injunction,0
4995,drafting order re: enforcing foreign judgment,1
4996,drafting notice of motion re: motion to strike,1
4997,researching order re: motion to strike,0
4998,editing compendium re: injunction,1
4999,researching memorandum re: summary judgment,0
5000,analyzing memo re: refusals,0
5001,analyzing compendium re: disqualifying expert,0
5002,briefing motion record re: motion to strike,1
5003,considering order re: refusals,0
5004,researching book of authority re: injunction,0
5005,considering notice of motion re: injunction,0
5006,discussing order re: summary judgment,0
5007,editing memo re: summary judgment,1
5008,revising memorandum re: injunction,1
5009,finalizing affidavit re: summary judgment,0
5010,reviewing order re: motion to strike,0
5011,considering notice of motion re: refusals,0
5012,editing memorandum re: motion to strike,1
5013,finalizing memorandum re: injunction,0
5014,briefing memorandum re: summary judgment,1
5015,finalizing memo re: enforcing foreign judgment,0
5016,drafting motion record re: motion to strike,1
5017,discussing memo re: enforcing foreign judgment,0
5018,attending to memorandum re: refusals,0
5019,researching compendium re: injunction,0
5020,considering memo re: enforcing foreign judgment,0
5021,researching compendium re: refusals,0
5022,considering factum re: injunction,0
5023,writing compendium re: summary judgment,1
5024,attending to memo re: refusals,0
5025,reviewing compendium re: refusals,0
5026,revising memorandum re: refusals,1
5027,researching memo re: summary judgment,0
5028,drafting book of authority re: summary judgment,1
5029,proofing memo re: summary judgment,0
5030,researching factum re: refusals,0
5031,researching book of authority re: refusals,0
5032,drafting notice of motion re: summary judgment,1
5033,researching notice of motion re: disqualifying expert,0
5034,considering affidavit re: summary judgment,0
5035,writing notice of motion re: summary judgment,1
5036,analyzing notice of motion re: enforcing foreign judgment,0
5037,briefing analysis re: summary judgment,1
5038,attending to notice of motion re: disqualifying expert,0
5039,attending to analysis re: enforcing foreign judgment,0
5040,preparing motion record re: enforcing foreign judgment,0
5041,revising memo re: injunction,1
5042,finalizing factum re: motion to strike,0
5043,drafting memorandum re: enforcing foreign judgment,1
5044,researching compendium re: refusals,0
5045,attending to compendium re: enforcing foreign judgment,0
5046,addressing memo re: motion to strike,0
5047,discussing memo re: motion to strike,0
5048,proofing factum re: motion to strike,0
5049,editing notice of motion re: summary judgment,1
5050,preparing notice of motion re: motion to strike,0
5051,revising book of authority re: enforcing foreign judgment,1
5052,preparing analysis re: injunction,0
5053,researching memorandum re: refusals,0
5054,writing compendium re: enforcing foreign judgment,1
5055,researching order re: injunction,0
5056,discussing memo re: enforcing foreign judgment,0
5057,finalizing factum re: injunction,0
5058,addressing book of authority re: refusals,0
5059,drafting notice of motion re: injunction,1
5060,considering memo re: disqualifying expert,0
5061,drafting affidavit re: disqualifying expert,1
5062,writing analysis re: motion to strike,1
5063,preparing memo re: refusals,0
5064,proofing book of authority re: disqualifying expert,0
5065,briefing memo re: motion to strike,1
5066,reviewing motion record re: injunction,0
5067,discussing analysis re: disqualifying expert,0
5068,writing factum re: motion to strike,1
5069,drafting analysis re: enforcing foreign judgment,1
5070,analyzing memorandum re: disqualifying expert,0
5071,considering notice of motion re: refusals,0
5072,analyzing book of authority re: enforcing foreign judgment,0
5073,discussing book of authority re: summary judgment,0
5074,writing analysis re: motion to strike,1
5075,addressing analysis re: summary judgment,0
5076,discussing compendium re: motion to strike,0
5077,briefing analysis re: motion to strike,1
5078,revising notice of motion re: enforcing foreign judgment,1
5079,discussing affidavit re: motion to strike,0
5080,writing factum re: disqualifying expert,1
5081,discussing compendium re: enforcing foreign judgment,0
5082,revising memorandum re: injunction,1
5083,analyzing motion record re: summary judgment,0
5084,preparing compendium re: enforcing foreign judgment,0
5085,finalizing book of authority re: disqualifying expert,0
5086,editing factum re: injunction,1
5087,analyzing compendium re: motion to strike,0
5088,preparing motion record re: injunction,0
5089,drafting analysis re: injunction,1
5090,revising compendium re: summary judgment,1
5091,editing analysis re: summary judgment,1
5092,reviewing notice of motion re: motion to strike,0
5093,briefing notice of motion re: motion to strike,1
5094,discussing memorandum re: summary judgment,0
5095,addressing affidavit re: enforcing foreign judgment,0
5096,writing compendium re: disqualifying expert,1
5097,finalizing book of authority re: enforcing foreign judgment,0
5098,preparing compendium re: motion to strike,0
5099,analyzing memo re: motion to strike,0
5100,finalizing compendium re: enforcing foreign judgment,0
5101,analyzing memorandum re: motion to strike,0
5102,researching factum re: disqualifying expert,0
5103,discussing factum re: injunction,0
5104,briefing compendium re: injunction,1
5105,attending to analysis re: summary judgment,0
5106,analyzing analysis re: summary judgment,0
5107,writing affidavit re: summary judgment,1
5108,editing order re: disqualifying expert,1
5109,editing book of authority re: disqualifying expert,1
