,narrative,drafting
6194,editing book of authority re: enforcing foreign judgment,1
6195,editing memo re: refusals,1
6196,researching order re: injunction,0
6197,editing book of authority re: refusals,1
6198,attending to memorandum re: injunction,0
6199,writing notice of motion re: motion to strike,1
6200,drafting analysis re: summary judgment,1
6201,proofing memorandum re: summary judgment,0
6202,attending to factum re: disqualifying expert,0
6203,researching memorandum re: enforcing foreign judgment,0
6204,reviewing memorandum re: disqualifying expert,0
6205,drafting memo re: summary judgment,1
6206,writing memorandum re: motion to strike,1
6207,briefing factum re: refusals,1
6208,writing book of authority re: disqualifying expert,1
6209,writing compendium re: summary judgment,1
6210,proofing analysis re: injunction,0
6211,researching memorandum re: enforcing foreign judgment,0
6212,briefing motion record re: motion to strike,1
6213,drafting motion record re: refusals,1
6214,analyzing notice of motion re: enforcing foreign judgment,0
6215,briefing analysis re: summary judgment,1
6216,revising order re: summary judgment,1
6217,preparing memo re: enforcing foreign judgment,0
6218,writing affidavit re: enforcing foreign judgment,1
6219,preparing memo re: motion to strike,0
6220,reviewing compendium re: disqualifying expert,0
6221,preparing motion record re: enforcing foreign judgment,0
6222,revising analysis re: motion to strike,1
6223,preparing analysis re: enforcing foreign judgment,0
6224,preparing affidavit re: motion to strike,0
6225,writing memorandum re: enforcing foreign judgment,1
6226,briefing order re: refusals,1
6227,researching factum re: motion to strike,0
6228,drafting memo re: summary judgment,1
6229,proofing notice of motion re: motion to strike,0
6230,drafting memorandum re: summary judgment,1
6231,reviewing notice of motion re: refusals,0
6232,editing notice of motion re: disqualifying expert,1
6233,proofing affidavit re: disqualifying expert,0
6234,finalizing compendium re: enforcing foreign judgment,0
6235,analyzing book of authority re: motion to strike,0
6236,briefing analysis re: motion to strike,1
6237,reviewing memorandum re: enforcing foreign judgment,0
6238,preparing book of authority re: summary judgment,0
6239,researching order re: motion to strike,0
6240,revising motion record re: disqualifying expert,1
6241,finalizing order re: disqualifying expert,0
6242,attending to order re: injunction,0
6243,finalizing order re: injunction,0
6244,attending to analysis re: disqualifying expert,0
6245,drafting memo re: summary judgment,1
6246,researching motion record re: summary judgment,0
6247,analyzing affidavit re: motion to strike,0
6248,preparing memorandum re: summary judgment,0
6249,researching affidavit re: injunction,0
6250,writing book of authority re: enforcing foreign judgment,1
6251,briefing notice of motion re: injunction,1
6252,drafting affidavit re: disqualifying expert,1
6253,writing memo re: injunction,1
6254,revising motion record re: summary judgment,1
6255,drafting order re: enforcing foreign judgment,1
6256,researching analysis re: refusals,0
6257,attending to compendium re: motion to strike,0
6258,revising analysis re: injunction,1
6259,researching order re: refusals,0
6260,finalizing notice of motion re: motion to strike,0
6261,editing order re: summary judgment,1
6262,preparing notice of motion re: refusals,0
6263,briefing book of authority re: disqualifying expert,1
6264,editing factum re: summary judgment,1
6265,editing analysis re: motion to strike,1
6266,editing affidavit re: enforcing foreign judgment,1
6267,finalizing analysis re: motion to strike,0
6268,researching book of authority re: enforcing foreign judgment,0
6269,editing order re: refusals,1
6270,revising memorandum re: motion to strike,1
6271,reviewing motion record re: injunction,0
6272,reviewing memorandum re: refusals,0
6273,researching compendium re: refusals,0
6274,revising compendium re: disqualifying expert,1
6275,finalizing factum re: enforcing foreign judgment,0
6276,editing motion record re: disqualifying expert,1
6277,editing compendium re: disqualifying expert,1
6278,drafting memorandum re: injunction,1
6279,finalizing notice of motion re: enforcing foreign judgment,0
6280,proofing memo re: disqualifying expert,0
6281,finalizing motion record re: refusals,0
6282,analyzing affidavit re: enforcing foreign judgment,0
6283,revising factum re: refusals,1
6284,finalizing book of authority re: refusals,0
6285,researching notice of motion re: motion to strike,0
6286,reviewing notice of motion re: disqualifying expert,0
6287,proofing notice of motion re: summary judgment,0
6288,finalizing notice of motion re: motion to strike,0
6289,attending to memo re: disqualifying expert,0
6290,attending to factum re: refusals,0
6291,analyzing order re: injunction,0
6292,reviewing analysis re: summary judgment,0
6293,writing book of authority re: summary judgment,1
6294,reviewing memo re: motion to strike,0
6295,finalizing memo re: disqualifying expert,0
6296,revising factum re: enforcing foreign judgment,1
6297,preparing affidavit re: summary judgment,0
6298,briefing affidavit re: summary judgment,1
6299,analyzing memorandum re: refusals,0
6300,editing order re: enforcing foreign judgment,1
6301,reviewing affidavit re: summary judgment,0
6302,reviewing notice of motion re: refusals,0
6303,attending to order re: enforcing foreign judgment,0
6304,researching memorandum re: motion to strike,0
6305,proofing book of authority re: motion to strike,0
6306,writing compendium re: refusals,1
6307,drafting memo re: injunction,1
6308,briefing analysis re: disqualifying expert,1
6309,attending to memo re: disqualifying expert,0
6310,reviewing memorandum re: motion to strike,0
6311,editing memo re: summary judgment,1
6312,proofing memorandum re: motion to strike,0
6313,reviewing memo re: disqualifying expert,0
6314,drafting book of authority re: motion to strike,1
6315,analyzing memorandum re: summary judgment,0
6316,writing memo re: injunction,1
6317,proofing factum re: injunction,0
6318,attending to motion record re: refusals,0
6319,reviewing book of authority re: injunction,0
6320,analyzing analysis re: disqualifying expert,0
6321,drafting analysis re: motion to strike,1
6322,researching order re: injunction,0
6323,editing order re: motion to strike,1
6324,briefing memorandum re: refusals,1
6325,researching motion record re: motion to strike,0
6326,reviewing memo re: enforcing foreign judgment,0
6327,preparing book of authority re: motion to strike,0
6328,editing book of authority re: refusals,1
6329,researching compendium re: injunction,0
6330,writing order re: motion to strike,1
6331,editing analysis re: enforcing foreign judgment,1
6332,drafting memorandum re: disqualifying expert,1
6333,reviewing order re: disqualifying expert,0
6334,researching affidavit re: motion to strike,0
6335,analyzing book of authority re: injunction,0
6336,writing analysis re: summary judgment,1
6337,preparing memo re: enforcing foreign judgment,0
6338,editing memorandum re: refusals,1
6339,preparing notice of motion re: refusals,0
6340,drafting notice of motion re: disqualifying expert,1
6341,revising analysis re: injunction,1
6342,proofing compendium re: motion to strike,0
6343,proofing book of authority re: refusals,0
6344,researching memo re: motion to strike,0
6345,analyzing memorandum re: disqualifying expert,0
6346,finalizing book of authority re: disqualifying expert,0
6347,researching book of authority re: summary judgment,0
6348,proofing motion record re: summary judgment,0
6349,drafting book of authority re: refusals,1
6350,proofing memorandum re: injunction,0
6351,finalizing compendium re: summary judgment,0
6352,writing memorandum re: summary judgment,1
6353,attending to memorandum re: summary judgment,0
6354,editing affidavit re: disqualifying expert,1
6355,proofing factum re: summary judgment,0
6356,revising affidavit re: injunction,1
6357,preparing factum re: disqualifying expert,0
6358,proofing memo re: disqualifying expert,0
6359,analyzing affidavit re: summary judgment,0
6360,editing memo re: refusals,1
6361,preparing book of authority re: motion to strike,0
6362,revising factum re: motion to strike,1
6363,researching affidavit re: refusals,0
6364,analyzing notice of motion re: enforcing foreign judgment,0
6365,writing memorandum re: refusals,1
6366,revising memo re: enforcing foreign judgment,1
6367,preparing order re: motion to strike,0
6368,reviewing order re: motion to strike,0
6369,drafting memorandum re: injunction,1
6370,reviewing notice of motion re: summary judgment,0
6371,writing affidavit re: refusals,1
6372,analyzing order re: refusals,0
6373,editing motion record re: enforcing foreign judgment,1
6374,proofing memorandum re: refusals,0
6375,preparing memo re: disqualifying expert,0
6376,revising memorandum re: motion to strike,1
6377,briefing analysis re: injunction,1
6378,researching compendium re: summary judgment,0
6379,editing order re: motion to strike,1
6380,attending to memorandum re: enforcing foreign judgment,0
6381,finalizing compendium re: injunction,0
6382,finalizing motion record re: motion to strike,0
6383,editing memorandum re: summary judgment,1
6384,researching memo re: motion to strike,0
6385,writing compendium re: injunction,1
6386,briefing affidavit re: refusals,1
6387,preparing affidavit re: injunction,0
6388,researching affidavit re: enforcing foreign judgment,0
6389,reviewing factum re: enforcing foreign judgment,0
6390,proofing compendium re: summary judgment,0
6391,researching memo re: enforcing foreign judgment,0
6392,proofing memo re: injunction,0
6393,reviewing compendium re: disqualifying expert,0
6394,preparing factum re: summary judgment,0
6395,preparing motion record re: motion to strike,0
6396,drafting memorandum re: disqualifying expert,1
6397,analyzing book of authority re: motion to strike,0
6398,briefing order re: injunction,1
6399,proofing memo re: motion to strike,0
6400,proofing factum re: summary judgment,0
6401,reviewing factum re: motion to strike,0
6402,writing motion record re: enforcing foreign judgment,1
6403,briefing affidavit re: motion to strike,1
